baseline_id,baseline,trial_id,group,attack_id,service_effect,evidence_class
B0,Workload identity + ABAC [21],cloud-A1-061,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-062,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-063,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-064,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-065,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-066,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-067,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-068,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-069,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-070,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-071,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-072,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-073,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-074,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-075,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-076,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-077,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-078,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-079,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-080,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-081,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-082,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-083,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-084,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-085,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-086,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-087,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-088,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-089,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-090,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-091,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-092,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-093,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-094,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-095,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-096,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-097,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-098,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-099,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-100,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-101,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-102,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-103,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-104,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-105,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-106,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-107,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-108,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-109,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-110,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-111,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-112,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-113,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-114,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-115,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-116,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-117,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-118,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-119,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-120,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-121,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-122,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-123,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-124,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-125,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-126,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-127,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-128,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-129,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-130,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-131,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-132,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-133,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-134,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-135,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-136,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-137,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-138,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-139,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-140,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-141,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-142,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-143,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-144,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-145,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-146,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-147,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-148,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-149,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-150,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-151,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-152,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-153,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-154,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-155,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-156,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-157,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-158,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-159,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-160,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-161,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-162,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-163,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-164,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-165,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-166,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-167,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-168,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-169,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-170,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-171,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-172,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-173,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-174,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-175,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-176,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-177,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-178,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-179,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-180,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-181,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-182,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-183,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-184,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-185,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-186,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-187,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-188,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-189,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-190,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-191,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-192,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-193,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-194,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-195,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-196,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-197,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-198,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-199,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-200,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-201,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-202,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-203,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-204,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-205,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-206,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-207,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-208,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-209,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-210,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-211,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-212,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-213,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-214,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-215,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-216,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-217,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-218,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-219,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-220,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-221,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-222,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-223,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-224,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-225,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-226,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-227,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-228,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-229,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-230,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-231,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-232,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-233,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-234,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-235,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-236,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-237,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-238,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-239,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-240,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-241,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-242,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-243,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-244,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-245,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-246,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-247,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-248,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-249,G1,A1,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A1-250,G1,A1,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-001,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-002,G1,A2,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-003,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-004,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-005,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-006,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-007,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-008,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-009,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-010,G1,A2,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-011,G1,A2,false,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-012,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-013,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-014,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-015,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-016,G1,A2,true,deterministic_derivation_from_manuscript_summary
B0,Workload identity + ABAC [21],cloud-A2-017,G1,A2,false,deterministic_derivation_from_manuscript_summary
